,Country,2010,2011,2012,2013,2014,2015,2016,2017,2018
70,Guinea-Bissau,0.361,0.371,0.377,0.384,0.397,0.399,0.401,0.402,0.402
71,Guyana,0.575,0.591,0.591,0.593,0.597,0.598,0.6,0.601,0.601
72,Haiti,0.399,0.407,0.411,0.417,0.424,0.43,0.437,0.445,0.445
73,Honduras,0.477,0.48,0.474,0.478,0.484,0.494,0.501,0.503,0.503
74,"Hong Kong, China (SAR)",0.808,0.807,0.824,0.83,0.846,0.85,0.855,0.86,0.86
75,Hungary,0.83,0.813,0.818,0.834,0.821,0.818,0.815,0.816,0.816
76,Iceland,0.853,0.868,0.883,0.898,0.906,0.906,0.912,0.912,0.918
77,India,0.478,0.491,0.505,0.514,0.53,0.54,0.555,0.558,0.558
78,Indonesia,0.586,0.598,0.607,0.614,0.615,0.62,0.623,0.625,0.625
79,Iran (Islamic Republic of),0.662,0.684,0.731,0.738,0.738,0.739,0.747,0.743,0.743
80,Iraq,0.503,0.511,0.506,0.501,0.501,0.506,0.51,0.542,0.554
81,Ireland,0.857,0.862,0.877,0.893,0.91,0.91,0.918,0.918,0.918
82,Israel,0.86,0.867,0.87,0.87,0.875,0.875,0.874,0.876,0.876
83,Italy,0.778,0.787,0.787,0.785,0.788,0.788,0.79,0.793,0.793
84,Jamaica,0.691,0.689,0.685,0.681,0.681,0.687,0.687,0.692,0.692
85,Japan,0.802,0.813,0.823,0.83,0.838,0.839,0.846,0.848,0.85
86,Jordan,0.685,0.68,0.685,0.669,0.672,0.674,0.676,0.676,0.678
87,Kazakhstan,0.781,0.791,0.801,0.802,0.806,0.806,0.809,0.813,0.817
88,Kenya,0.498,0.501,0.505,0.508,0.51,0.513,0.518,0.523,0.526
89,Kiribati,0.593,0.593,0.594,0.594,0.595,0.583,0.59,0.59,0.59
90,Korea (Republic of),0.856,0.862,0.86,0.861,0.862,0.862,0.862,0.862,0.862
91,Kuwait,0.599,0.601,0.608,0.601,0.605,0.62,0.623,0.625,0.625
92,Kyrgyzstan,0.697,0.697,0.71,0.721,0.728,0.73,0.735,0.734,0.734
93,Lao People's Democratic Republic,0.429,0.447,0.459,0.471,0.477,0.484,0.485,0.485,0.481
94,Latvia,0.85,0.848,0.843,0.859,0.856,0.863,0.865,0.867,0.871
95,Lebanon,0.631,0.637,0.619,0.616,0.598,0.593,0.588,0.604,0.604
96,Lesotho,0.492,0.498,0.505,0.499,0.502,0.498,0.499,0.51,0.51
97,Liberia,0.4,0.428,0.414,0.42,0.421,0.415,0.417,0.422,0.422
98,Libya,0.634,0.625,0.616,0.613,0.609,0.606,0.602,0.607,0.607
99,Liechtenstein,0.807,0.819,0.827,0.824,0.818,0.82,0.827,0.827,0.827
100,Lithuania,0.854,0.86,0.855,0.857,0.878,0.883,0.887,0.89,0.89
101,Luxembourg,0.78,0.78,0.779,0.778,0.783,0.788,0.798,0.802,0.802
102,Madagascar,0.484,0.484,0.489,0.492,0.494,0.498,0.494,0.494,0.493
103,Malawi,0.428,0.433,0.436,0.45,0.456,0.457,0.455,0.455,0.459
104,Malaysia,0.687,0.694,0.696,0.701,0.708,0.713,0.719,0.713,0.713
105,Maldives,0.494,0.513,0.525,0.532,0.546,0.559,0.563,0.564,0.564
106,Mali,0.277,0.283,0.284,0.279,0.285,0.274,0.284,0.29,0.29
107,Malta,0.769,0.763,0.777,0.789,0.798,0.81,0.818,0.818,0.818
108,Marshall Islands,..,..,..,..,..,..,..,0.707,0.707
109,Mauritania,0.338,0.344,0.359,0.371,0.381,0.385,0.378,0.385,0.389
110,Mauritius,0.664,0.681,0.699,0.707,0.729,0.721,0.728,0.727,0.73
111,Mexico,0.623,0.638,0.65,0.648,0.655,0.666,0.678,0.678,0.684
112,Micronesia (Federated States of),0.55,0.554,0.556,0.558,0.561,0.56,0.567,0.574,0.578
113,Moldova (Republic of),0.696,0.699,0.709,0.716,0.713,0.709,0.707,0.708,0.708
114,Mongolia,0.721,0.734,0.738,0.742,0.746,0.752,0.731,0.734,0.734
115,Montenegro,0.787,0.788,0.789,0.79,0.791,0.792,0.794,0.797,0.797
116,Morocco,0.449,0.463,0.48,0.495,0.511,0.518,0.538,0.547,0.547
117,Mozambique,0.373,0.344,0.345,0.364,0.367,0.373,0.381,0.389,0.389
118,Myanmar,0.392,0.407,0.417,0.427,0.431,0.436,0.44,0.444,0.452
119,Namibia,0.538,0.549,0.557,0.562,0.565,0.569,0.571,0.581,0.582
120,Nepal,0.443,0.451,0.475,0.484,0.488,0.495,0.502,0.495,0.501
121,Netherlands,0.871,0.896,0.895,0.899,0.902,0.903,0.906,0.906,0.906
122,New Zealand,0.899,0.901,0.903,0.905,0.907,0.914,0.919,0.923,0.923
123,Nicaragua,0.52,0.524,0.529,0.536,0.553,0.555,0.562,0.566,0.566
124,Niger,0.18,0.189,0.2,0.209,0.217,0.226,0.233,0.245,0.247
125,Nigeria,0.407,0.424,0.437,0.475,0.471,0.474,0.475,0.486,0.486
126,North Macedonia,0.662,0.667,0.67,0.673,0.676,0.689,0.695,0.697,0.697
127,Norway,0.912,0.914,0.907,0.915,0.907,0.912,0.918,0.919,0.919
128,Oman,0.635,0.647,0.664,0.681,0.694,0.717,0.732,0.732,0.732
129,Pakistan,0.365,0.37,0.376,0.38,0.395,0.398,0.407,0.407,0.407
130,Palau,0.795,0.801,0.803,0.882,0.863,0.829,0.838,0.847,0.845
131,"Palestine, State of",0.655,0.66,0.667,0.654,0.655,0.657,0.657,0.66,0.66
132,Panama,0.665,0.662,0.668,0.674,0.681,0.681,0.692,0.697,0.697
133,Papua New Guinea,0.405,0.419,0.391,0.425,0.42,0.429,0.429,0.43,0.432
134,Paraguay,0.599,0.604,0.605,0.624,0.624,0.635,0.631,0.634,0.634
135,Peru,0.652,0.678,0.666,0.674,0.696,0.684,0.691,0.691,0.692
136,Philippines,0.622,0.633,0.644,0.655,0.661,0.665,0.663,0.667,0.667
137,Poland,0.832,0.833,0.817,0.853,0.849,0.855,0.866,0.866,0.866
138,Portugal,0.715,0.724,0.733,0.751,0.755,0.757,0.759,0.759,0.759
139,Qatar,0.637,0.662,0.672,0.688,0.679,0.67,0.661,0.661,0.661
140,Romania,0.783,0.777,0.763,0.767,0.765,0.767,0.762,0.762,0.762
141,Russian Federation,0.772,0.783,0.793,0.802,0.806,0.821,0.826,0.832,0.832
142,Rwanda,0.437,0.44,0.443,0.44,0.445,0.434,0.45,0.453,0.457
143,Saint Kitts and Nevis,0.622,0.627,0.616,0.657,0.658,0.654,0.658,0.658,0.661
144,Saint Lucia,0.644,0.653,0.641,0.627,0.64,0.664,0.675,0.668,0.668
145,Saint Vincent and the Grenadines,0.651,0.658,0.652,0.656,0.65,0.653,0.663,0.664,0.664
146,Samoa,0.692,0.697,0.694,0.697,0.7,0.698,0.698,0.701,0.701
147,Sao Tome and Principe,0.455,0.466,0.476,0.489,0.5,0.532,0.534,0.557,0.567
148,Saudi Arabia,0.691,0.719,0.747,0.77,0.787,0.794,0.794,0.794,0.794
149,Senegal,0.301,0.32,0.333,0.34,0.348,0.349,0.348,0.349,0.352
150,Serbia,0.722,0.744,0.741,0.744,0.756,0.766,0.775,0.779,0.783
151,Seychelles,0.684,0.655,0.71,0.717,0.754,0.763,0.761,0.752,0.752
152,Sierra Leone,0.349,0.357,0.364,0.372,0.374,0.382,0.387,0.399,0.403
153,Singapore,0.795,0.803,0.816,0.818,0.828,0.828,0.836,0.837,0.837
154,Slovakia,0.802,0.818,0.824,0.823,0.821,0.823,0.822,0.824,0.824
155,Slovenia,0.878,0.878,0.859,0.881,0.876,0.875,0.885,0.893,0.893
156,Solomon Islands,0.467,0.471,0.468,0.467,0.466,0.468,0.465,0.469,0.469
157,South Africa,0.696,0.674,0.685,0.695,0.705,0.72,0.721,0.721,0.721
158,South Sudan,0.297,0.333,0.325,0.317,0.309,0.301,0.301,0.301,0.301
159,Spain,0.78,0.793,0.8,0.804,0.813,0.819,0.822,0.824,0.824
160,Sri Lanka,0.739,0.743,0.744,0.747,0.749,0.751,0.749,0.749,0.756
161,Sudan,0.306,0.301,0.311,0.323,0.327,0.333,0.336,0.337,0.339
162,Suriname,0.595,0.61,0.634,0.64,0.642,0.658,0.659,0.661,0.661
163,Sweden,0.853,0.851,0.854,0.907,0.909,0.912,0.914,0.914,0.914
164,Switzerland,0.877,0.88,0.885,0.888,0.891,0.896,0.896,0.896,0.896
165,Syrian Arab Republic,0.537,0.548,0.561,0.451,0.431,0.413,0.414,0.416,0.416
166,Tajikistan,0.671,0.668,0.668,0.667,0.664,0.663,0.67,0.673,0.673
167,Tanzania (United Republic of),0.416,0.415,0.426,0.415,0.418,0.431,0.416,0.417,0.423
168,Thailand,0.611,0.626,0.626,0.615,0.629,0.64,0.65,0.665,0.665
169,Timor-Leste,0.493,0.51,0.508,0.501,0.498,0.497,0.495,0.496,0.496
170,Togo,0.464,0.477,0.483,0.489,0.491,0.499,0.506,0.514,0.514
171,Tonga,0.723,0.729,0.735,0.738,0.734,0.772,0.769,0.77,0.771
172,Trinidad and Tobago,0.712,0.713,0.701,0.7,0.704,0.714,0.721,0.728,0.728
173,Tunisia,0.625,0.635,0.633,0.638,0.64,0.646,0.656,0.659,0.659
174,Turkey,0.625,0.649,0.656,0.686,0.704,0.715,0.71,0.712,0.712
175,Turkmenistan,0.624,0.625,0.626,0.626,0.627,0.628,0.628,0.628,0.628
176,Uganda,0.493,0.487,0.483,0.489,0.495,0.501,0.504,0.507,0.515
177,Ukraine,0.788,0.787,0.791,0.791,0.794,0.793,0.797,0.797,0.797
178,United Arab Emirates,0.669,0.678,0.687,0.697,0.711,0.735,0.739,0.741,0.744
179,United Kingdom,0.896,0.872,0.866,0.912,0.92,0.911,0.914,0.914,0.916
180,United States,0.892,0.897,0.898,0.891,0.892,0.894,0.899,0.899,0.899
181,Uruguay,0.687,0.703,0.717,0.731,0.736,0.737,0.745,0.745,0.745
182,Uzbekistan,0.674,0.681,0.692,0.699,0.702,0.704,0.708,0.718,0.718
183,Vanuatu,0.523,0.525,0.527,0.529,0.529,0.544,0.54,0.542,0.545
184,Venezuela (Bolivarian Republic of),0.674,0.705,0.708,0.724,0.725,0.724,0.722,0.7,0.7
185,Viet Nam,0.583,0.602,0.608,0.614,0.613,0.619,0.621,0.626,0.626
186,Yemen,0.325,0.343,0.335,0.345,0.343,0.342,0.341,0.341,0.347
187,Zambia,0.526,0.526,0.529,0.532,0.53,0.532,0.552,0.572,0.572
188,Zimbabwe,0.523,0.526,0.549,0.55,0.557,0.563,0.567,0.568,0.568
189,Human Development,..,..,..,..,..,..,..,..,..
190,Very high human development,0.821,0.828,0.832,0.84,0.845,0.851,0.855,0.856,0.856
191,High human development,0.615,0.623,0.631,0.642,0.647,0.654,0.659,0.66,0.661
192,Medium human development,0.467,0.479,0.491,0.498,0.51,0.52,0.532,0.537,0.537
193,Low human development,0.38,0.387,0.393,0.404,0.406,0.409,0.411,0.416,0.418
194,Developing Countries,0.536,0.546,0.554,0.562,0.569,0.575,0.582,0.584,0.584
195,Regions,..,..,..,..,..,..,..,..,..
196,Arab States,0.53,0.539,0.547,0.55,0.553,0.558,0.564,0.569,0.572
197,East Asia and the Pacific,0.593,0.602,0.609,0.617,0.622,0.629,0.633,0.634,0.636
198,Europe and Central Asia,0.695,0.706,0.712,0.725,0.734,0.739,0.74,0.743,0.743
199,Latin America and the Caribbean,0.636,0.646,0.649,0.666,0.673,0.677,0.684,0.686,0.687
200,South Asia,0.471,0.483,0.497,0.504,0.517,0.527,0.54,0.544,0.544
201,Sub-Saharan Africa,0.422,0.429,0.437,0.449,0.452,0.457,0.46,0.465,0.466
202,Least Developed Countries,0.388,0.396,0.403,0.408,0.411,0.419,0.424,0.43,0.431
203,Small Island Developing States,0.607,0.613,0.604,0.609,0.615,0.621,0.624,0.628,0.627
204,Organization for Economic Co-operation and Development,0.818,0.824,0.828,0.835,0.841,0.846,0.85,0.851,0.852
205,World,0.592,0.6,0.607,0.614,0.62,0.626,0.631,0.633,0.633
